title,desc,date,datetime,link,img,media,site,start date,end date,primary phrase,secondary phrase,full phrase
Blow to global vaccine drive as Pfizer delays deliveries,A global coronavirus vaccine rollout suffered a major blow as Pfizer said it would delay shipments of the jabs in the next three to four weeks.,14-Jan,1/15/21 8:00,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3Lm5ld3MyNC5jb20vbmV3czI0L3dvcmxkL25ld3MvYmxvdy10by1nbG9iYWwtdmFjY2luZS1kcml2ZS1hcy1wZml6ZXItZGVsYXlzLWRlbGl2ZXJpZXMtMjAyMTAxMTXSAW5odHRwczovL3d3dy5uZXdzMjQuY29tL2FtcC9uZXdzMjQvd29ybGQvbmV3cy9ibG93LXRvLWdsb2JhbC12YWNjaW5lLWRyaXZlLWFzLXBmaXplci1kZWxheXMtZGVsaXZlcmllcy0yMDIxMDExNQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/ycYOQT613TJspY0a8_sHQpaRYj7wH7c7VMttKypILJr4t4O-fA3vntFfVtDERiCzFF6JfqVs3mDy3T4WdLY4Dz0jWnt2TEuuSRKG5bV8PnwHvE8Q8ACk4dqFZPS6bFIttTpuCOTNyD5iygVFsK4=-p-df-h100-w100,,News24,8/1/20,9/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
"Pfizer-BioNTech vaccine appears to neutralize a key mutation of Covid variants found in UK, South Africa","The research, which has not yet been peer-reviewed, suggested the Pfizer-BioNTech vaccine worked to neutralize the so-called N501Y mutation.",10-Jan,1/11/21 6:14,news.google.com/./articles/CAIiEL-gyemNsmOdNQ7VVDoPKl8qGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_d7gU?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/IEP5OcYmDnR2aWc_SYkcHjCuiRS7Cvt1pVGybIys_udXdtKgcGBJMF7iWLY8zbKkkuAXkNLZfMkmoQwtdW-K=-p-df-h100-w100,,CNBC,8/1/20,9/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
Pfizer Has Offered South Africa Discounted Covid-19 Vaccines,Vials of the Pfizer-BioNTech Covid-19 vaccine. Photographer: Liesa Johannssen-Koppitz/Bloomberg,4-Jan,1/4/21 17:44,news.google.com/./articles/CAIiELn5BIQ8OsuhKu4sM0A9ogUqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/FXdHNfoRYt3FnBKMF3pyf1WdbhyWpd_NzTlTWvlWWzjm6mr1rtQcNDhXpoCOyoWmf4HSDJDJhx3d9_ix83yk=-p-df-h100-w100,,Bloomberg,8/1/20,9/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
COVID-19: Case of South African variant detected in Ottawa; Canada approves extracting extra dose from Pfizer vials,Health Canada regulators agree with Pfizer and BioNTech that health providers can regularly get six doses out of each vial of COVID-19 vaccine.,4 days ago,2/9/21 16:47,news.google.com/./articles/CBMinwFodHRwczovL290dGF3YWNpdGl6ZW4uY29tL25ld3MvbG9jYWwtbmV3cy9jb3ZpZC0xOS1jYXNlcy1kb3duLWFzLXByb3ZpbmNlLWJlZ2lucy10by1sb29zZW4tcmVzdHJpY3Rpb25zLWNhbmFkYS1hcHByb3Zlcy1leHRyYWN0aW5nLWV4dHJhLWRvc2UtZnJvbS1wZml6ZXItdmlhbHPSAc0BaHR0cHM6Ly9vdHRhd2FjaXRpemVuLmNvbS9uZXdzL2xvY2FsLW5ld3MvY292aWQtMTktY2FzZXMtZG93bi1hcy1wcm92aW5jZS1iZWdpbnMtdG8tbG9vc2VuLXJlc3RyaWN0aW9ucy1jYW5hZGEtYXBwcm92ZXMtZXh0cmFjdGluZy1leHRyYS1kb3NlLWZyb20tcGZpemVyLXZpYWxzL3djbS84MDI1M2YxNy1hMTZhLTQ0YmItYjlmZC1kOTNhZjAxYzRmMmMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/FK3YK73-lneu6Ur4ETqjFyueSv9ASvo3vYaiHeV4PIUFMCVDt7V2Qh7lxO7mw5Uu4mKUsRm3M319ftvwAJmGM69sZUx2jiJpDhoMXNAf68jCBrzkP7ZZLbTeUT4naRJneMSk4kPwdYnBAei0wk1LGvzxWpbS9RcZKCWv3FL9aL6jbF4QBveIGP5HPDq3BYcj69Hm4Do=-p-df-h100-w100,,Ottawa Citizen,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
The Latest: Sri Lankan officials say vaccinations advancing,"COLOMBO, Sri Lanka — Sri Lankan health officials said on Saturday that more than half of the health workers and frontline military and police officers have so ...",9 days ago,2/5/21 8:00,news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmFiYzI3LmNvbS9uZXdzL2hlYWx0aC90aGUtbGF0ZXN0LXBmaXplci13aXRoZHJhd3MtdmFjY2luZS1hcHBsaWNhdGlvbi1pbi1pbmRpYS_SAV9odHRwczovL3d3dy5hYmMyNy5jb20vbmV3cy9oZWFsdGgvdGhlLWxhdGVzdC1wZml6ZXItd2l0aGRyYXdzLXZhY2NpbmUtYXBwbGljYXRpb24taW4taW5kaWEvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/9bFRGuXNh3xNwgTPqscxu5RyI9GbUXL81wPX9LFB7mEZQxzQDeI4i0kf6g0_drHpLZcXntnHw5olBS_u48d-U6yaP2N4YEDbxN5meV949DsW5MLYdzbl8A2aIVgRJbQRxDJbu5WqlkuKK3MUYjeCQy2bwOu_yovGKg=-p-df-h100-w100,,ABC27,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
February 2 coronavirus news,Dr. Anthony Fauci says people who've had Covid-19 could be reinfected if variants become dominant and urged Americans to get vaccinated to stop new strains ...,11 days ago,2/3/21 8:00,news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LmNubi5jb20vd29ybGQvbGl2ZS1uZXdzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLXZhY2NpbmUtdXBkYXRlcy0wMi0wMi0yMS9oXzY0NGIzYWQzNDUyY2ZhZGI4MTQ4NDJhYWFmZWExNDI10gFgaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vd29ybGQvbGl2ZS1uZXdzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLXZhY2NpbmUtdXBkYXRlcy0wMi0wMi0yMS9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/bPsx6yI6M63i5kx3nvJCCCeYQDARXzFvClh0RV_hw053dYuHeesH3J2-GUnygE0503cUMB8X_C5cFp3wSxphpbV6hjonVMZRAVWi-WkPppwbchnse0eii_-fcpIc3fpcJe_Sf1Kgm1Q8Ey3hmTZqDegk=-p-df-h100-w100,,CNN,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
"Coronavirus variants spreading nationwide spark need to 'crush this outbreak' quickly, experts say","A COVID-19 mutation that likely confers partial resistance to the antibodies produced by vaccines is now in the U.S., spurring scientists to probe new ways to ...",31-Jan,2/1/21 8:00,news.google.com/./articles/CBMiuQFodHRwczovL3d3dy5wb3N0LWdhemV0dGUuY29tL25ld3MvbmF0aW9uLzIwMjEvMDIvMDEvQ09WSUQtMTktY29yb25hdmlydXMtdmFyaWFudHMtU291dGgtQWZyaWNhLVVLLUJyaXRhaW4tQnJhemlsLXZhY2NpbmVzLVBmaXplci1Nb2Rlcm5hLUpvaG5zb24tYW5kLUpvaG5zb24tTm92YXZheC9zdG9yaWVzLzIwMjEwMjAxMDE0MdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/8JilmFn3Ft3ato8nx9CKmLDG_OM8A0nSS4IoPkuuAT2hNRd6NjColUvU5fIb8s1u1XFFhsGmAsTyi2wGCUw8JxwPx4AuFIQT51Mk11LP0Venm8-YWXO2-Cu8AeSU08fMKr8W5Tym83_AzNc7x4FXh0671P-yJRg_-bw7YAQy7HhKBMUNj-JAAsGqfFcLHGeSHrQ8UR2EWtQflw=-p-df-h100-w100,,Pittsburgh Post-Gazette,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
Pfizer vaccine only slightly less effective against key South African mutations - study,Pfizer Inc and BioNTech's COVID-19 vaccine appeared to lose only a small bit of effectiveness against an engineered virus with three key mutations from the ...,27-Jan,1/28/21 1:39,news.google.com/./articles/CAIiEECJ8hkn3-hnFPd-Kk90HT8qFggEKg0IACoGCAowt6AMMLAmMIT6lwM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/6JtNt5wy84hZrf0bVHHT5HQ_ZnVi66t1z79fpbHz2n5u-PptTwzenKjdK7zo-1Wqe6ASk49oRaGXl_srqJo=-p-df-h100-w100,,Reuters,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
COVID news live – latest updates: Britain breaks daily vaccination record as Fauci warns UK variant should be assumed 'more deadly',"Coronavirus latest: Health Secretary Matt Hancock says UK a 'long, long way' from easing restrictions, as jabs ramp up with a further 32 sites set to open.",23-Jan,1/24/21 8:04,news.google.com/./articles/CBMikwFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9jb3ZpZC1uZXdzLWxpdmUtbGF0ZXN0LXVwZGF0ZXMtbWF0dC1oYW5jb2NrLXRvLWFuc3dlci1xdWVzdGlvbnMtb24tcGZpemVyLXZhY2NpbmUtYWZ0ZXItZG9jdG9ycy1xdWVzdGlvbi1kb3NpbmctMTIxOTIxMTTSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/9nvYg_WZfVkIFgdwOxjqof75288Q-4lvD18vI_Sp3PFdFM99eaju_wWU3QNkCc61IC69GH6k1p80YuJE3ga7dx6PGrzzbQEj6Ry7NKfAPtY4Z3zWZwaY0pPiKfCNfMr1i_EvgSYlZsY1uxw=-p-df-h100-w100,,Sky News,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
South Africa to pay 2.5 times more than EU for virus vaccine,"South Africa will buy doses of Oxford-AstraZeneca's COVID-19 vaccine at a price 2.5 times higher than most European countries, the health ministry said ...",21-Jan,1/21/21 19:25,news.google.com/./articles/CAIiEH616_ExjP8CgqlJrTjEDQkqGQgEKhAIACoHCAow6f-ICzDjj4gDMLHozAY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/hL_oVsddYgfTKOrlhQY-M1CzlwlI3bAnwLXHeAsBXfewMq7zsfcG4Zf38ckpxThtM0449YTr7Xhpfw3EIZ4=-p-df-h100-w100,,CTV News,10/1/20,11/1/20,Pfizer Vaccine,South Africa,Pfizer Vaccine South Africa
"Africa in the news: African debt, rising food prices, and vaccine updates","African countries continue to weigh new debt relief options while facing COVID-19, food prices spike in response to rising commodity prices, currency ...",9 hours ago,2/13/21 13:04,news.google.com/./articles/CBMigQFodHRwczovL3d3dy5icm9va2luZ3MuZWR1L2Jsb2cvYWZyaWNhLWluLWZvY3VzLzIwMjEvMDIvMTMvYWZyaWNhLWluLXRoZS1uZXdzLWFmcmljYW4tZGVidC1yaXNpbmctZm9vZC1wcmljZXMtYW5kLXZhY2NpbmUtdXBkYXRlcy_SAYUBaHR0cHM6Ly93d3cuYnJvb2tpbmdzLmVkdS9ibG9nL2FmcmljYS1pbi1mb2N1cy8yMDIxLzAyLzEzL2FmcmljYS1pbi10aGUtbmV3cy1hZnJpY2FuLWRlYnQtcmlzaW5nLWZvb2QtcHJpY2VzLWFuZC12YWNjaW5lLXVwZGF0ZXMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/w7rkWI9zgrfJ6XhlRQoNWs1I1bTWwm4secs4KtydMsC-cjeEGwA90tfOQHg29gnugoQRLIjtqSwMaOTNE9P6AOX5Uy12bRHqYr64jMVwb-uaiONzgnQGHV1lkCIwNzk1cvZXIzKK9KRY-zN-RoQ97w=-p-df-h100-w100,,Brookings Institution,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Prayers answered, says Dominican PM as India’s vaccine lands in Caribbean island","Dominican PM Roosevelt Skerrit said he, as leader of a country with a population of just 72000, did not see the chances of getting such a swift positive response ...",4 days ago,2/10/21 8:13,news.google.com/./articles/CAIiECjju-tDsaj7aaCaZdAIXAIqFwgEKg4IACoGCAoww7k_MMevCDCj7PkG?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/oXUefMBOHz1qle5jRwRNg_J2O6iAJDWdKJFCm50GLnNkIPFvCFckszx0tqi-ktsUqn9l9Bf6Obtk5UBiqw=-p-df-h100-w100,,Hindustan Times,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Geingob may be too old for AstraZeneca vaccine,"AT 79, president Hage Geingob might be too old for the AstraZeneca-Oxford Covid-19 vaccine if what countries such as Germany and France have decided is ...",6 days ago,2/8/21 8:30,news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3Lm5hbWliaWFuLmNvbS5uYS85ODcyNC9yZWFkL0dlaW5nb2ItbWF5LWJlLXRvby1vbGQtZm9yLUFzdHJhWmVuZWNhLXZhY2NpbmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/Wbq_0Qr2ZdPbm9O5dQvDyaPvRvRvz5JAzj4tMzNfTXm3VeBZBYgN123ngUUm_kGErozOQi2akgxWfhjqyY7nb8LhKO8RMiG7KgGaHsvPWEVZ3ycLDB-6-XCllW55jYaKG_ybi4CJ=-p-df-h100-w100,,Namibian,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
COVID-19 updates: More European countries limit Oxford/AstraZeneca vaccine,"By MORGAN WINSOR, ERIN SCHUMAKER, IVAN PEREIRA and EMILY SHAPIRO, ABC News. (NEW YORK) -- A pandemic of the novel coronavirus has now ...",9 days ago,2/4/21 23:27,news.google.com/./articles/CBMioQFodHRwOi8vd3d3Lndjc2puZXdzLmNvbS9uZXdzL25hdGlvbmFsL2NvdmlkLTE5LXVwZGF0ZXMtbW9yZS1ldXJvcGVhbi1jb3VudHJpZXMtbGltaXQtb3hmb3JkLWFzdHJhemVuZWNhLXZhY2NpbmUvYXJ0aWNsZV8yYzc2NmQ3NS1iZDA3LTVkYmQtYjY5Yy02YzZkMmVkZmM5YzAuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/rd8Xj3TSHQJP0WjDmdYR-swDpiCBnpgsj3IT2aOc3uYNWRfCXP9qgvGkl6fRXPW3WJvUhIVcv9dK0iTPQlx__MeOJPwkrPYRms1MhSawRcWSt3MoKoMJyv7AoqOhU0sAXvXKXnTNW8cEgou8E5JyEQbQnlW3CPA7eicjaquQbXUUGQFsGvvT65QrAU3B_xUhpCGJMjNrbXKa0kG5K34ML16Gfhzp0y8DsZ9QVGVPSDKY3yeOP0DJw1s=-p-df-h100-w100,,wcsjnews.com,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Stop hoarding COVID-19 vaccines, South Africa's Ramaphosa tells rich nations","Stop hoarding COVID-19 vaccines, South Africa’s Ramaphosa tells rich nations | Africa – Gulf News",26-Jan,1/26/21 11:44,news.google.com/./articles/CAIiEDvH4_ZGET1oA31MpFQqL0wqGAgEKg8IACoHCAowqbqfCTDvjG8wkJGxBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/C7FhMaFcEbUCA97R4WJ8ml-qYB21WEuo9ixJhAwvTZ1VM-Wo7sNUHV3CS2HEHvxkZbrWMgG8uTeNAJijKe46=-p-df-h100-w100,,Gulf News,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Covid UK: South African strain 'may make vaccine 50% less effective',"Chief scientific adviser Sir Patrick Vallance has given Matt Hancock a slap on the wrists for claiming, without clear evidence, that the South African variant of ...",22-Jan,1/23/21 0:48,news.google.com/./articles/CAIiEDAB7k585fxvGSq-3Nw7bIcqGQgEKhAIACoHCAowzuOICzCZ4ocDMKiaowY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/insZ7E-hcfDBIwWxwsMelulneKpyLl4Lw0gNhl2DuoUPo4wFdmxyrN8rtYQV2daRxt9rRVAytft1wxp2FjM=-p-df-h100-w100,,Daily Mail,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
EXCLUSIVE-India's Serum to sell AstraZeneca vaccine to Bangladesh at $4/dose - sources,"Serum Institute of India will sell the AstraZeneca coronavirus vaccine to Bangladesh at $4 a dose, three sources with knowledge of the mater told Reuters, about ...",10-Jan,1/11/21 8:00,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvZXhjbHVzaXZlLWluZGlhcy1zZXJ1bS10by1zZWxsLWFzdHJhemVuZWNhLXZhY2NpbmUtdG8tYmFuZ2xhZGVzaC1hdC0lMjQ0LWRvc2Utc291cmNlcy0yMDIx0gF-aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9leGNsdXNpdmUtaW5kaWFzLXNlcnVtLXRvLXNlbGwtYXN0cmF6ZW5lY2EtdmFjY2luZS10by1iYW5nbGFkZXNoLWF0LSUyNDQtZG9zZS1zb3VyY2VzLTIwMjE_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/eAsYbGUnx7QYYG0RSzgq5NwQNu6Uy52fn1QfxlKAaa9LWUMEpw5z3yz56GtplE_YMbn1MkDYyLHImgLUEXJ-HK1FNrjpjLNNp62hj-sIyVlz56zeUs1eiOITCrsq6C3Tq3K3WYzepz2lXq1a81PqUmnRP90fJdJ4hG2XaByB48TMiRnIA56BVYBJDyBJTfOmZWlg8GBuGq-r5pJQypAwjr13uo1E5WTg6hkKwZuBIfQdwOOEIHMajB6DLTW3H2rsPxHLeeA1KVzlSzagZV4cmXaRVlgkuh11qs4MwlCXhhT7ZA3P9ua2=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Canada Criticized for Covid-19 Vaccine Rollout Following Holiday Pause in Vaccinations,carlos osorio/Reuters,8-Jan,1/8/21 14:00,news.google.com/./articles/CAIiEHFPm9X0ugKxyD-179PeMlwqGAgEKg8IACoHCAow1tzJATDnyxUwxMrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/MyMEd6tUbNF_eHIGZAp8PgR_9T1JpKG_XBh9mv7VjHzEMeymV9DbGc9fS6FKRS3B2mwWDadZBDFKMLskj7c=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Brazil announces 'fantastic' results for Chinese-made COVID-19 vaccine, but details remain sketchy","With an efficacy of more than 70%, the Sinovac vaccine could help Brazil slow the devastating toll COVID-19 is taking on the country.",6-Jan,1/7/21 8:00,news.google.com/./articles/CBMifWh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMS8wMS9icmF6aWwtYW5ub3VuY2VzLWZhbnRhc3RpYy1yZXN1bHRzLWNoaW5hLW1hZGUtY292aWQtMTktdmFjY2luZS1kZXRhaWxzLXJlbWFpbi1za2V0Y2h50gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/6GccGwViQzYw4xCJvpKpHBHeZaSGF77sBaT6-fiunLvPami_KWKLftPjRYUZAOqeFm2j5zq9nmcXNzvU1BBTSAnIY5Osw6-k_pajG3Rfq4h64-AFP9tflE6wjmBisH7GRiL9D2cgj8JSDFFESFcwS10brBUrjI01a0ICYUp533MAfeu-T2T6g50jVt0=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
AstraZeneca vaccine rollout in England extended to doctors' practices,"Some doctors' practices in England will be able to offer the COVID-19 vaccine developed by AstraZeneca and Oxford University from Thursday, the National ...",5-Jan,1/6/21 8:00,news.google.com/./articles/CBMib2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXN0cmF6ZW5lY2EtdmFjY2luZS1yb2xsb3V0LWluLWVuZ2xhbmQtZXh0ZW5kZWQtdG8tZG9jdG9ycy1wcmFjdGljZXMtMjAyMS0wMS0wNtIBc2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXN0cmF6ZW5lY2EtdmFjY2luZS1yb2xsb3V0LWluLWVuZ2xhbmQtZXh0ZW5kZWQtdG8tZG9jdG9ycy1wcmFjdGljZXMtMjAyMS0wMS0wNj9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/CDLe-_hE4tZCQtB2Vc0Y73d0_hzp6myjpoBqGFa-uTEfvnkLs8jJazYeU1JR5vW2p357PBcz0W2XZqoeBFDWvKUotIrgflwnSVaKqzdf94Y5NetErSLLYV8dRsBMz93RDAD1-nDkqAzVSjqy3xjc0lApjOvFKnjq9YX6gva3KYAqus3oTxRmkE_AXTW9ncJjvKWKO4F7m9z425oH-XEdgzPE=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Why COVID-19 vaccines pose ‘equity and social justice concerns’,"To mitigate health inequities and promote social justice, coronavirus vaccines need to get to underserved populations and hard-to-reach communities. There are ...",5-Jan,1/6/21 8:00,news.google.com/./articles/CBMiZGh0dHBzOi8vd3d3LnRoZWFmcmljYXJlcG9ydC5jb20vNTczNDAvd2h5LWNvdmlkLTE5LXZhY2NpbmVzLXBvc2UtZXF1aXR5LWFuZC1zb2NpYWwtanVzdGljZS1jb25jZXJucy_SAWhodHRwczovL3d3dy50aGVhZnJpY2FyZXBvcnQuY29tLzU3MzQwL3doeS1jb3ZpZC0xOS12YWNjaW5lcy1wb3NlLWVxdWl0eS1hbmQtc29jaWFsLWp1c3RpY2UtY29uY2VybnMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/iZfUNWhalTma2B1uH1Jt9M0wWe2T7ElUnvYigsMV1B_oB3iQzyAPPFWcRn7dpJ-e1peOfeUahtso-7EhCSnmFvqtN9AQjMWuMEVnOiDBhB2_O-59n0lXzixH2cN5JaSipCf0bV0a44143qXJKLaYuauMvj6haBGHwg=-p-df-h100-w100,,The Africa Report,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Scientists criticize 'rushed' approval of Indian COVID-19 vaccine without efficacy data,"Reporting for this story was supported by a journalism grant from the Thakur Family Foundation, which has not influenced the contents of this report.",4-Jan,1/5/21 8:00,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMS8wMS9zY2llbnRpc3RzLWNyaXRpY2l6ZS1ydXNoZWQtYXBwcm92YWwtaW5kaWFuLWNvdmlkLTE5LXZhY2NpbmUtd2l0aG91dC1lZmZpY2FjeS1kYXRh0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/hZxVKb6OpmaNvXXJ14sqF5jnHhI_M4sPS2V_1tZggJg1FrUiKERGHQXuV4TrYM___G3j7Z1ORARCOzgGPhKlBBCU9AM-Ynwd7JRA9-V0XwzyJHUkWvaAE5yakHvBcOfJQ8a0JbIYeGbt25olXm5mlUyhbfPvOHgwGvhngFHdqcAmBXbdX1UOZXmE6zm80w=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
UK first in world to start using Oxford-AstraZeneca vaccine,LONDON (AP) — The U.K. on Monday became the first nation in the world to start using the COVID-19 vaccine developed by Oxford University and drugmaker ...,3-Jan,1/4/21 8:00,news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3LndhbGIuY29tLzIwMjEvMDEvMDQvdWstcmFtcHMtdXAtaW5vY3VsYXRpb25zLXdpdGgtb3hmb3JkLWFzdHJhemVuZWNhLXZhY2NpbmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Ub_of0RkXbHviW9lTWu8DeM07jnjhtDqkxAtaQLfACiobJpptBUlf907siIwhWsf1Edv13Uawarg67xje6Idu0Oq-IW4xB81t1b-ZlhGA2g_iG1f9WFW8ZpvecAtlop6j-JEEJNB18jljQRU3H0jh7SkOrcb839_PTUP4U-XgGg_fVrauS3XWQgMSgooWNlfkx4GnFMY7HVX2wj-ERdKG0Vw0nnIbP8tqhgstDBwzupdbdWPs7OP-BENdhNhB5A3hcQmXjgixnY=-p-df-h100-w100,,WALB,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"S.Korea reviews AstraZeneca COVID-19 vaccine, expands ban on gatherings","South Korea is reviewing AstraZeneca's request for approval of its coronavirus vaccine, as it expands a ban on private gatherings of more than four people to the ...",3-Jan,1/4/21 8:00,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvcy5rb3JlYS1yZXZpZXdzLWFzdHJhemVuZWNhLWNvdmlkLTE5LXZhY2NpbmUtZXhwYW5kcy1iYW4tb24tZ2F0aGVyaW5ncy0yMDIxLTAxLTA00gF1aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9zLmtvcmVhLXJldmlld3MtYXN0cmF6ZW5lY2EtY292aWQtMTktdmFjY2luZS1leHBhbmRzLWJhbi1vbi1nYXRoZXJpbmdzLTIwMjEtMDEtMDQ_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/uW66XBIxu3HyLR1FBfNiWSKwxs88lgrEHvmN5uOmsjBrNArXHobBPQzaq2T3j4oCNIMt7fpATeCXRC9BJuhhAuGn-TTiv8wEbQoospvc33neYvis4eTx_5bXXfRxnIzQzXA6QnunB4c3fBcQoHKJcZG6rWdBtjriKDvZZz3QwnT_xC5mYo_PqDk-IGtzGeJ-TN2uo86AwA_3QxIrfn1dQUZZIsUoXkoWT5vC=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Covid-19 Vaccine Made by AstraZeneca, Oxford Is Authorized by India",rajat gupta/Shutterstock,2-Jan,1/2/21 15:52,news.google.com/./articles/CAIiEOS3fIQLEypa3OKF-U4iIlkqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/398Bx8ie9PQkLv4mru1tHWv2IZ-58lW2TBKlqiZEN465d5_JPLaN_YgTrOHyNypBQeL5Jgydn9ULxxAmZ_I=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
